French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
une haine,ненависть,La <b>haine</b> est destructrice.,<b>Ненависть</b> разрушительна.,😡,f
un siège,сиденье; осада,Prends ce <b>siège</b>.,Займи это <b>место</b>.,🪑,m
une fortune,состояние; удача,Il a fait <b>fortune</b> dans l'immobilier.,Он <b>разбогател</b> на недвижимости.,💰,f
"censé, censée",предполагаемый,Tu es <b>censé</b> travailler.,Ты <b>должен</b> работать.,📋,adj
nul,никакой; никудышный,C'est <b>nul</b> !,Это <b>отстой</b>!,👎,adj
"nul, nulle",никакой; ничтожный,Il n'y a <b>nulle</b> raison.,Нет <b>никакой</b> причины.,🚫,adj
une drogue,наркотик,La <b>drogue</b> est dangereuse.,<b>Наркотики</b> опасны.,⚠️,f
creuser,копать,<b>Creuse</b> un trou.,<b>Выкопай</b> яму.,🕳️,v
lier,связывать,On est <b>liés</b> par l'amitié.,Мы <b>связаны</b> дружбой.,🤝,v
un commissaire,комиссар; следователь,Le <b>commissaire</b> mène l'enquête.,<b>Комиссар</b> ведёт расследование.,🕵️,m/f
une aise,удобство,Mets-toi à l'<b>aise</b>.,"Располагайся, чувствуй себя <b>как дома</b>.",🛋️,f
louer,снимать; хвалить,Je <b>loue</b> un appartement.,Я <b>снимаю</b> квартиру.,🏠,v
un moteur,мотор; двигатель,Le <b>moteur</b> est en panne.,<b>Двигатель</b> сломался.,🚗,m
une attente,ожидание,L'<b>attente</b> est longue.,<b>Ожидание</b> долгое.,⏳,f
"social, sociale",социальный,C'est un problème <b>social</b>.,Это <b>социальная</b> проблема.,👥,adj
"fait, faite",сделанный; готовый,C'est <b>fait</b>.,<b>Сделано</b>.,✅,adj
"demi, demie",половина; полу-,Une heure et <b>demie</b>.,Полтора часа.,½,adj
verser,наливать; переводить,<b>Verse</b>-moi de l'eau.,<b>Налей</b> мне воды.,💧,v
une vitre,стекло (оконное),La <b>vitre</b> est cassée.,<b>Стекло</b> разбито.,🪟,f
combattre,сражаться,Il faut <b>combattre</b> l'injustice.,Надо <b>бороться</b> с несправедливостью.,⚔️,v
un dessin,рисунок,C'est un beau <b>dessin</b>.,Это красивый <b>рисунок</b>.,✏️,m
un cuir,кожа (материал),C'est un sac en <b>cuir</b>.,Это <b>кожаная</b> сумка.,👜,m
un rang,ряд; ранг,On est au premier <b>rang</b>.,Мы в первом <b>ряду</b>.,📊,m
"un fiancé, une fiancée",жених,C'est mon <b>fiancé</b>.,Это мой <b>жених</b>.,💍,m/f
utile,полезный,C'est très <b>utile</b>.,Это очень <b>полезно</b>.,👍,adj
un programme,программа,Quel est le <b>programme</b> ?,Какая <b>программа</b>?,📋,m
provoquer,провоцировать,Ne le <b>provoque</b> pas.,Не <b>провоцируй</b> его.,⚠️,v
véritable,настоящий,C'est un <b>véritable</b> ami.,Это <b>настоящий</b> друг.,✅,adj
coupable,виновный,Il est <b>coupable</b>.,Он <b>виновен</b>.,⚖️,adj
un crâne,череп,Il s'est cogné le <b>crâne</b>.,Он ударился <b>головой</b>.,💀,m
une fesse,ягодица,Il est tombé sur les <b>fesses</b>.,Он упал на <b>попу</b>.,😅,f
remuer,двигать; шевелить,<b>Remue</b> les bras.,<b>Двигай</b> руками.,🔄,v
un kilomètre,километр,C'est à deux <b>kilomètres</b>.,Это в двух <b>километрах</b>.,📏,m
dingue,сумасшедший (разг.),C'est <b>dingue</b> !,Это <b>безумие</b>!,🤯,adj
un j,буква Ж,Le <b>j</b> se prononce différemment.,Буква <b>ж</b> произносится иначе.,🔤,m
un millier,тысяча (около),Des <b>milliers</b> de personnes.,<b>Тысячи</b> людей.,🔢,m
une retraite,пенсия; отступление,Il est à la <b>retraite</b>.,Он на <b>пенсии</b>.,👴,f
échanger,обменивать,On peut <b>échanger</b> nos numéros.,Можем <b>обменяться</b> номерами.,🔄,v
veiller,бодрствовать; следить,<b>Veille</b> sur elle.,<b>Присмотри</b> за ней.,👀,v
une solitude,одиночество,La <b>solitude</b> pèse.,<b>Одиночество</b> тяготит.,😔,f
un élément,элемент,C'est un <b>élément</b> important.,Это важный <b>элемент</b>.,🧩,m
une émotion,эмоция,J'ai ressenti une forte <b>émotion</b>.,Я испытал сильную <b>эмоцию</b>.,❤️,f
réserver,бронировать,J'ai <b>réservé</b> une table.,Я <b>забронировал</b> столик.,📝,v
"réel, réelle",реальный,C'est un problème <b>réel</b>.,Это <b>реальная</b> проблема.,✅,adj
"inquiet, inquiète",обеспокоенный,Je suis <b>inquiet</b> pour toi.,Я <b>беспокоюсь</b> за тебя.,😟,adj
subir,подвергаться; терпеть,Il a <b>subi</b> une opération.,Он <b>перенёс</b> операцию.,🏥,v
un examen,экзамен,J'ai un <b>examen</b> demain.,У меня завтра <b>экзамен</b>.,📝,m
cool,классный (разг.),C'est <b>cool</b> !,Это <b>классно</b>!,😎,adj
résoudre,решать (проблему),Il faut <b>résoudre</b> ce problème.,Надо <b>решить</b> эту проблему.,🧩,v
une nourriture,пища; еда,La <b>nourriture</b> est délicieuse.,<b>Еда</b> вкусная.,🍲,f
"bref, brève",краткий,Sois <b>bref</b>.,Будь <b>краток</b>.,📝,adj
"brillant, brillante",блестящий,C'est une idée <b>brillante</b> !,Это <b>блестящая</b> идея!,✨,adj
une marque,марка; след,C'est une <b>marque</b> célèbre.,Это известная <b>марка</b>.,🏷️,f
une fumée,дым,Il y a de la <b>fumée</b>.,Здесь <b>дым</b>.,💨,f
céder,уступать,Je ne vais pas <b>céder</b>.,Я не <b>уступлю</b>.,🚫,v
une mode,мода,C'est à la <b>mode</b>.,Это в <b>моде</b>.,👗,f
une saison,сезон,Quelle est ta <b>saison</b> préférée ?,Какой твой любимый <b>сезон</b>?,🍂,f
un savoir,знание; умение,Le <b>savoir</b> est pouvoir.,<b>Знание</b> — сила.,📚,m
repousser,отталкивать; откладывать,Il m'a <b>repoussé</b>.,Он меня <b>оттолкнул</b>.,🚫,v
guérir,выздоравливать; лечить,Tu vas <b>guérir</b> vite.,Ты быстро <b>выздоровеешь</b>.,💊,v
établir,устанавливать; основывать,On a <b>établi</b> de nouvelles règles.,Мы <b>установили</b> новые правила.,📋,v
un demain,завтра (субст.),Le <b>demain</b> est incertain.,<b>Завтра</b> неопределённо.,📅,m
bouffer,жрать (разг.),On va <b>bouffer</b> ?,Пойдём <b>поедим</b>?,🍔,v
un o,буква О,Le mot a deux <b>o</b>.,В слове два <b>о</b>.,🔤,m
un prisonnier,заключённый,Le <b>prisonnier</b> s'est évadé.,<b>Заключённый</b> сбежал.,⛓️,m
un imbécile,идиот,Quel <b>imbécile</b> !,Какой <b>идиот</b>!,🤦,m/f
une imbécile,дура,Quelle <b>imbécile</b> !,Какая <b>дура</b>!,🤦‍♀️,f
"rond, ronde",круглый,La Terre est <b>ronde</b>.,Земля <b>круглая</b>.,🌍,adj
russe,русский,Elle apprend le <b>russe</b>.,Она учит <b>русский</b>.,🇷🇺,adj
claquer,хлопать; ломаться (разг.),La porte a <b>claqué</b>.,Дверь <b>хлопнула</b>.,🚪,v
rattraper,догонять,Je vais te <b>rattraper</b> !,Я тебя <b>догоню</b>!,🏃,v
un uniforme,форма (одежда),Il porte un <b>uniforme</b>.,Он носит <b>форму</b>.,👔,m
"inconnu, inconnue",неизвестный,C'est un numéro <b>inconnu</b>.,Это <b>неизвестный</b> номер.,❓,adj
"égal, égale",равный,Tous les hommes sont <b>égaux</b>.,Все люди <b>равны</b>.,⚖️,adj
une limite,предел; граница,Il y a une <b>limite</b> à tout.,Всему есть <b>предел</b>.,🚧,f
agréable,приятный,C'est très <b>agréable</b>.,Это очень <b>приятно</b>.,😊,adj
aveugle,слепой,Il est <b>aveugle</b>.,Он <b>слепой</b>.,👀,adj
un rayon,луч; полка; отдел,Un <b>rayon</b> de soleil.,<b>Луч</b> солнца.,☀️,m
voyager,путешествовать,J'aime <b>voyager</b>.,Я люблю <b>путешествовать</b>.,✈️,v
un sorcier,колдун,C'est un <b>sorcier</b>.,Это <b>колдун</b>.,🧙,m
une angoisse,тревога,J'ai des <b>angoisses</b>.,У меня <b>тревога</b>.,😰,f
un infirmier,медбрат,L'<b>infirmier</b> m'a fait une piqûre.,<b>Медбрат</b> сделал мне укол.,💉,m
un abri,убежище; укрытие,Cherche un <b>abri</b> !,Ищи <b>укрытие</b>!,🏠,m
un étudiant,студент,Je suis <b>étudiant</b> à l'université.,Я <b>студент</b> университета.,🎓,m
une région,регион,C'est une belle <b>région</b>.,Это красивый <b>регион</b>.,🗺️,f
une opinion,мнение,Quelle est ton <b>opinion</b> ?,Какое твоё <b>мнение</b>?,💭,f
un bleu,синяк; синий,J'ai un <b>bleu</b> sur le bras.,У меня <b>синяк</b> на руке.,🔵,m
une douceur,мягкость; сладость,J'aime la <b>douceur</b> de ce tissu.,Мне нравится <b>мягкость</b> этой ткани.,🧸,f
une blessure,рана,La <b>blessure</b> guérit bien.,<b>Рана</b> хорошо заживает.,🩹,f
une colline,холм,On a grimpé la <b>colline</b>.,Мы взобрались на <b>холм</b>.,⛰️,f
un sou,грош; копейка,Je n'ai pas un <b>sou</b>.,У меня ни <b>гроша</b>.,💰,m
une félicitation,поздравление,<b>Félicitations</b> !,<b>Поздравляю</b>!,🎉,f
un style,стиль,J'aime ton <b>style</b>.,Мне нравится твой <b>стиль</b>.,👗,m
une prière,молитва,Dis une <b>prière</b>.,Прочитай <b>молитву</b>.,🙏,f
une vision,зрение; видение,J'ai eu une <b>vision</b>.,У меня было <b>видение</b>.,👁️,f
détacher,отвязывать; отцеплять,<b>Détache</b> ta ceinture.,<b>Отстегни</b> ремень.,🔓,v
un quai,набережная; платформа,Le train arrive au <b>quai</b> numéro deux.,Поезд прибывает на <b>платформу</b> номер два.,🚉,m
un contrat,контракт,J'ai signé un <b>contrat</b>.,Я подписал <b>контракт</b>.,📄,m
fournir,снабжать; предоставлять,Ils nous <b>fournissent</b> en matériel.,Они нас <b>снабжают</b> материалами.,📦,v
une série,серия; сериал,J'adore cette <b>série</b>.,Я обожаю этот <b>сериал</b>.,📺,f
"suivant, suivante",следующий,La page <b>suivante</b>.,<b>Следующая</b> страница.,➡️,adj
habituer,приучать,Je m'<b>habitue</b> au froid.,Я <b>привыкаю</b> к холоду.,❄️,v
une énergie,энергия,J'ai beaucoup d'<b>énergie</b> aujourd'hui.,У меня сегодня много <b>энергии</b>.,⚡,f
un vrai,правда; настоящее,Le <b>vrai</b> du faux.,<b>Правду</b> от лжи.,✓,m
"principal, principale",главный,C'est la raison <b>principale</b>.,Это <b>главная</b> причина.,⭐,adj
principal,главный,C'est le problème <b>principal</b>.,Это <b>главная</b> проблема.,⭐,adj
un chasseur,охотник,Le <b>chasseur</b> est dans la forêt.,<b>Охотник</b> в лесу.,🏹,m
une explication,объяснение,J'attends une <b>explication</b>.,Я жду <b>объяснения</b>.,❓,f
une maîtresse,любовница; учительница,La <b>maîtresse</b> est gentille.,<b>Учительница</b> добрая.,👩‍🏫,f
tendre,протягивать; нежный,Il m'a <b>tendu</b> la main.,Он <b>протянул</b> мне руку.,🤲,adj
distinguer,различать,Je n'arrive pas à <b>distinguer</b> ces deux couleurs.,Я не могу <b>различить</b> эти два цвета.,👀,v
un parc,парк,On va au <b>parc</b> ?,Пойдём в <b>парк</b>?,🌳,m
